age,gender,education,occupation,location,workHours,experience,salary
48,Male,B.Tech,Fullstack Developer,Gurugram,53,26,65.6
44,Female,MCA,Backend Developer,Bengaluru,51,22,59.9
31,Female,M.Tech,Backend Developer,Kolkata,46,9,24.3
43,Female,B.Tech,Cloud Architect,Mumbai,54,21,61.7
50,Male,B.E,Security Engineer,Noida,46,28,70.7
21,Male,M.Tech,Engineering Manager,Pune,45,0,23.2
46,Male,B.Tech,Fullstack Developer,Pune,47,24,61.6
48,Female,MBA,Fullstack Developer,Noida,35,26,70.4
25,Male,BCA,Backend Developer,Noida,39,3,11.7
28,Female,PhD,Data Scientist,Hyderabad,53,6,29.7
35,Male,B.E,Security Engineer,Noida,46,13,38.3
50,Male,M.Tech,Product Manager,Kolkata,48,28,67.6
41,Male,MCA,Software Engineer,Chennai,46,19,52.7
49,Female,MBA,Security Engineer,Bengaluru,39,27,79.6
36,Male,MCA,Fullstack Developer,Mumbai,51,14,38.1
50,Male,B.E,Backend Developer,Chennai,37,28,76.2
45,Male,MBA,Frontend Developer,Noida,35,23,57.4
32,Female,B.E,Security Engineer,Bengaluru,52,10,37.5
21,Male,PhD,Fullstack Developer,Bengaluru,47,0,12.9
38,Male,B.E,Security Engineer,Bengaluru,38,16,57.6
39,Female,MCA,Data Scientist,Chennai,42,17,46
46,Female,M.Tech,Software Engineer,Gurugram,42,24,68.8
24,Female,M.Tech,Software Engineer,Gurugram,50,2,9.7
24,Male,MCA,DevOps Engineer,Noida,41,2,10.2
43,Male,B.Sc IT,DevOps Engineer,Hyderabad,39,21,54.4
45,Female,B.Sc IT,Data Scientist,Chennai,41,23,66.3
30,Male,B.E,Data Scientist,Bengaluru,47,8,38.9
36,Male,MCA,QA Engineer,Mumbai,39,14,40.2
35,Female,B.Tech,QA Engineer,Chennai,41,13,34.6
45,Female,MCA,Security Engineer,Noida,44,23,63
42,Male,B.Sc IT,Software Engineer,Gurugram,48,20,56.6
34,Male,MBA,Cloud Architect,Gurugram,45,12,44.3
45,Male,B.Sc IT,Product Manager,Bengaluru,50,23,57.6
28,Male,B.Sc IT,DevOps Engineer,Bengaluru,43,6,21.9
42,Female,B.E,Backend Developer,Mumbai,37,20,47.4
39,Male,B.Sc IT,Backend Developer,Pune,47,17,43.6
37,Male,M.Tech,Backend Developer,Hyderabad,48,15,48
38,Male,PhD,Frontend Developer,Chennai,40,16,43.7
50,Female,M.Tech,Cloud Architect,Gurugram,45,28,93.3
38,Male,B.E,Fullstack Developer,Gurugram,40,16,43.4
35,Male,MCA,Product Manager,Bengaluru,41,13,45.1
47,Female,B.E,Frontend Developer,Kolkata,49,25,55.9
40,Male,B.Tech,DevOps Engineer,Pune,53,18,49.4
46,Female,BCA,Cloud Architect,Pune,50,24,80.7
45,Male,BCA,Cloud Architect,Pune,48,23,65.3
25,Male,MBA,Product Manager,Bengaluru,44,3,18.4
34,Male,MCA,Frontend Developer,Bengaluru,37,12,41.5
38,Female,B.Tech,Engineering Manager,Bengaluru,41,16,58.2
48,Male,B.Tech,Software Engineer,Bengaluru,48,26,80.9
43,Female,M.Tech,Data Scientist,Noida,47,21,60.8
48,Female,B.Tech,Product Manager,Gurugram,52,26,64.6
25,Female,B.E,Software Engineer,Gurugram,50,3,9.4
31,Female,B.Tech,Security Engineer,Chennai,45,9,30.2
48,Female,M.Tech,Cloud Architect,Mumbai,49,26,84.3
34,Female,MCA,Frontend Developer,Chennai,39,12,32.2
46,Female,BCA,Fullstack Developer,Hyderabad,54,24,62.4
26,Female,PhD,Backend Developer,Mumbai,45,4,24.9
35,Male,B.Sc IT,QA Engineer,Mumbai,47,13,40.3
49,Male,B.Sc IT,Product Manager,Mumbai,46,27,70
30,Female,PhD,Backend Developer,Chennai,47,8,30.1
48,Female,B.E,DevOps Engineer,Hyderabad,39,26,62.2
38,Female,PhD,Security Engineer,Kolkata,37,16,47
21,Female,PhD,Frontend Developer,Noida,47,0,8.7
33,Male,PhD,Backend Developer,Chennai,52,11,36.2
36,Male,BCA,Backend Developer,Hyderabad,39,14,41.2
21,Female,M.Tech,Fullstack Developer,Hyderabad,46,0,9.7
50,Female,B.Sc IT,Data Scientist,Kolkata,41,28,76.6
21,Male,PhD,Data Scientist,Hyderabad,40,0,26.3
28,Male,BCA,DevOps Engineer,Hyderabad,40,6,23.6
42,Female,BCA,Data Scientist,Chennai,40,20,53.9
23,Male,B.Tech,Product Manager,Mumbai,37,1,11.2
31,Female,BCA,Cloud Architect,Mumbai,35,9,42.4
40,Male,B.Tech,Fullstack Developer,Hyderabad,51,18,45.5
46,Female,B.Tech,Product Manager,Noida,38,24,49.4
34,Male,MBA,Engineering Manager,Noida,47,12,54.6
36,Female,B.Tech,Frontend Developer,Pune,53,14,35.5
32,Male,PhD,Data Scientist,Noida,51,10,37.5
26,Male,MCA,Data Scientist,Noida,47,4,25.2
41,Male,PhD,QA Engineer,Hyderabad,46,19,70.7
37,Male,MBA,Product Manager,Hyderabad,47,15,44.8
45,Male,B.Sc IT,DevOps Engineer,Kolkata,52,23,61.5
34,Male,B.Tech,DevOps Engineer,Noida,47,12,35.9
29,Male,MBA,Software Engineer,Bengaluru,49,7,24.9
43,Female,MBA,Fullstack Developer,Mumbai,46,21,50.5
39,Female,PhD,Fullstack Developer,Noida,47,17,46.8
26,Female,PhD,Cloud Architect,Gurugram,44,4,30
42,Male,PhD,Software Engineer,Bengaluru,50,20,61.1
48,Male,MBA,DevOps Engineer,Noida,45,26,74.8
32,Male,B.Sc IT,Security Engineer,Hyderabad,35,10,35
28,Male,B.Tech,Engineering Manager,Mumbai,39,6,35.7
21,Female,BCA,Security Engineer,Noida,38,0,11.1
34,Male,BCA,Security Engineer,Kolkata,42,12,44.9
33,Female,B.E,Frontend Developer,Bengaluru,36,11,29.2
26,Male,BCA,Software Engineer,Pune,35,4,14.4
49,Male,MBA,Frontend Developer,Pune,44,27,79
28,Female,MCA,Frontend Developer,Bengaluru,43,6,21.2
50,Male,MCA,Security Engineer,Mumbai,39,28,74.6
42,Male,M.Tech,QA Engineer,Kolkata,36,20,55.2
37,Male,BCA,Security Engineer,Gurugram,45,15,48.8
39,Male,MBA,Backend Developer,Gurugram,53,17,47
49,Male,MCA,Software Engineer,Hyderabad,53,27,74.7
49,Male,BCA,Security Engineer,Kolkata,51,27,71.6
50,Male,BCA,Frontend Developer,Mumbai,40,28,84.9
21,Male,M.Tech,Product Manager,Bengaluru,48,0,12
46,Female,MCA,QA Engineer,Gurugram,38,24,63.3
26,Female,B.Tech,Product Manager,Mumbai,48,4,14.5
36,Female,B.Tech,Frontend Developer,Kolkata,45,14,33.9
36,Male,B.Tech,Product Manager,Noida,50,14,43.3
28,Female,MCA,Engineering Manager,Pune,51,6,27.8
24,Male,B.E,Engineering Manager,Kolkata,40,2,26
27,Male,BCA,Product Manager,Kolkata,43,5,15.8
40,Male,B.Sc IT,QA Engineer,Chennai,54,18,42.5
39,Female,B.E,Backend Developer,Bengaluru,38,17,47.2
36,Male,MCA,Cloud Architect,Noida,54,14,56.3
39,Male,B.Sc IT,Data Scientist,Chennai,35,17,48.3
23,Female,BCA,DevOps Engineer,Noida,37,1,6
35,Male,BCA,Product Manager,Chennai,39,13,33.6
26,Male,PhD,QA Engineer,Bengaluru,36,4,28.4
38,Female,MBA,QA Engineer,Hyderabad,48,16,40.9
49,Male,BCA,Engineering Manager,Gurugram,40,27,81.6
34,Male,BCA,Fullstack Developer,Bengaluru,51,12,35.3
37,Male,MCA,Engineering Manager,Noida,40,15,61
34,Female,B.Tech,QA Engineer,Kolkata,43,12,26.1
42,Female,PhD,QA Engineer,Mumbai,43,20,59.9
24,Male,B.Tech,Fullstack Developer,Kolkata,41,2,8.7
44,Male,B.Tech,Engineering Manager,Chennai,54,22,68.8
27,Male,MBA,QA Engineer,Pune,48,5,20.7
38,Male,B.Sc IT,Frontend Developer,Noida,51,16,40
26,Male,MBA,Data Scientist,Gurugram,42,4,28.1
36,Male,PhD,DevOps Engineer,Gurugram,36,14,39.8
25,Female,BCA,Frontend Developer,Kolkata,38,3,11
29,Male,PhD,Backend Developer,Pune,51,7,31.6
48,Female,PhD,Software Engineer,Hyderabad,35,26,82
23,Male,PhD,Security Engineer,Kolkata,46,1,22.1
37,Male,MCA,Product Manager,Bengaluru,52,15,41.7
29,Female,BCA,Frontend Developer,Pune,45,7,19.1
22,Male,B.Tech,Engineering Manager,Noida,36,0,19.3
23,Male,B.Sc IT,Cloud Architect,Chennai,46,1,21.9
27,Male,PhD,Security Engineer,Mumbai,53,5,38.6
34,Female,MCA,Backend Developer,Gurugram,45,12,32.5
24,Male,PhD,Product Manager,Mumbai,50,2,17.6
29,Female,BCA,Software Engineer,Hyderabad,49,7,21.8
22,Male,PhD,Cloud Architect,Mumbai,43,0,27.1
22,Male,M.Tech,Cloud Architect,Noida,47,0,21.1
27,Male,PhD,Fullstack Developer,Pune,40,5,21.5
42,Male,MBA,Cloud Architect,Kolkata,48,20,78.8
49,Male,B.E,Fullstack Developer,Bengaluru,45,27,68.2
31,Female,B.E,Security Engineer,Pune,36,9,26.8
48,Male,M.Tech,Software Engineer,Gurugram,40,26,70.1
33,Female,PhD,Product Manager,Noida,49,11,29.7
50,Female,B.E,QA Engineer,Bengaluru,54,28,73.2
41,Male,PhD,Frontend Developer,Gurugram,37,19,61.7
40,Male,BCA,Cloud Architect,Mumbai,35,18,67.3
45,Male,BCA,QA Engineer,Chennai,43,23,62.6
24,Male,B.Sc IT,Backend Developer,Bengaluru,47,2,11.9
30,Male,PhD,Data Scientist,Bengaluru,36,8,46.5
27,Female,PhD,Security Engineer,Chennai,35,5,29.3
45,Female,M.Tech,QA Engineer,Chennai,39,23,58.6
28,Female,MBA,Backend Developer,Gurugram,53,6,21.9
34,Male,MCA,DevOps Engineer,Gurugram,40,12,31.2
23,Male,B.Sc IT,Engineering Manager,Chennai,50,1,19
30,Male,BCA,Backend Developer,Noida,36,8,23.9
34,Male,MCA,DevOps Engineer,Bengaluru,46,12,34.9
40,Female,PhD,Backend Developer,Bengaluru,37,18,49.8
35,Female,MCA,Fullstack Developer,Kolkata,52,13,36.4
41,Male,MCA,Fullstack Developer,Hyderabad,46,19,50.3
50,Male,MCA,DevOps Engineer,Chennai,40,28,81.4
29,Male,B.Sc IT,Security Engineer,Pune,44,7,26.7
50,Female,B.E,Backend Developer,Mumbai,47,28,66.4
22,Male,PhD,Software Engineer,Gurugram,43,0,10.3
38,Female,BCA,Product Manager,Hyderabad,42,16,43.5
25,Female,B.Tech,Fullstack Developer,Kolkata,51,3,11.5
39,Female,BCA,Engineering Manager,Noida,53,17,62
29,Female,M.Tech,Product Manager,Chennai,40,7,22.1
34,Male,PhD,Software Engineer,Noida,40,12,41
28,Male,B.E,Frontend Developer,Chennai,51,6,17.7
42,Male,B.Tech,Software Engineer,Bengaluru,48,20,64.2
34,Female,B.Tech,Backend Developer,Kolkata,40,12,30.1
30,Male,B.Tech,Software Engineer,Pune,44,8,23.7
40,Male,B.Tech,Security Engineer,Mumbai,52,18,52.9
37,Male,MCA,Product Manager,Noida,39,15,37.7
46,Male,B.Tech,Engineering Manager,Gurugram,49,24,82.2
48,Female,MCA,Product Manager,Noida,35,26,71.3
42,Female,MCA,Cloud Architect,Kolkata,48,20,67.2
23,Female,B.Sc IT,Fullstack Developer,Mumbai,41,1,8.5
41,Female,MBA,Data Scientist,Kolkata,37,19,50.8
32,Female,PhD,Backend Developer,Kolkata,53,10,33.6
37,Female,PhD,Backend Developer,Bengaluru,54,15,51.4
44,Male,B.E,Engineering Manager,Mumbai,40,22,76.8
26,Female,BCA,Engineering Manager,Gurugram,43,4,25.7
38,Female,MBA,Fullstack Developer,Kolkata,43,16,38.8
42,Male,MCA,QA Engineer,Chennai,51,20,56.2
39,Male,B.E,Cloud Architect,Bengaluru,35,17,68
41,Female,B.Sc IT,QA Engineer,Hyderabad,45,19,49.1
27,Male,BCA,Security Engineer,Pune,44,5,26.4
23,Female,B.Sc IT,Fullstack Developer,Pune,46,1,5.4
42,Female,B.E,Software Engineer,Gurugram,51,20,53.2
48,Female,MBA,QA Engineer,Noida,37,26,56.8
37,Female,MBA,Backend Developer,Chennai,36,15,36
47,Male,PhD,QA Engineer,Chennai,51,25,68
37,Male,B.Tech,Cloud Architect,Gurugram,51,15,52.8
35,Female,B.E,Engineering Manager,Bengaluru,47,13,46.4
29,Male,PhD,Fullstack Developer,Noida,42,7,25.5
25,Male,MBA,Engineering Manager,Bengaluru,54,3,32.8
45,Female,B.E,Backend Developer,Bengaluru,47,23,65.1
39,Female,PhD,Engineering Manager,Bengaluru,45,17,57.4
24,Male,B.Tech,Fullstack Developer,Kolkata,47,2,9.3
41,Female,B.Tech,Backend Developer,Hyderabad,52,19,48.4
35,Male,B.Sc IT,DevOps Engineer,Pune,40,13,41.8
37,Male,MCA,Cloud Architect,Mumbai,53,15,59.2
35,Male,B.E,Fullstack Developer,Bengaluru,50,13,40.2
48,Male,B.Sc IT,Fullstack Developer,Noida,48,26,74.5
26,Male,B.E,Frontend Developer,Kolkata,49,4,15.6
36,Female,B.Sc IT,Cloud Architect,Hyderabad,50,14,45.3
26,Female,B.Tech,Backend Developer,Hyderabad,35,4,14.7
44,Male,MBA,Fullstack Developer,Noida,35,22,59.5
37,Male,MBA,Product Manager,Hyderabad,45,15,49.6
27,Male,B.E,Frontend Developer,Noida,52,5,17.4
30,Male,B.E,QA Engineer,Hyderabad,37,8,24.1
32,Male,MCA,Software Engineer,Noida,44,10,25.1
34,Male,MBA,Frontend Developer,Noida,38,12,31.9
21,Male,M.Tech,Security Engineer,Pune,45,0,15.1
25,Female,PhD,Software Engineer,Hyderabad,54,3,19.6
23,Male,M.Tech,Cloud Architect,Chennai,41,1,27.9
31,Female,B.Sc IT,Engineering Manager,Pune,54,9,42.4
41,Female,B.Tech,Backend Developer,Noida,38,19,42.2
23,Female,BCA,Software Engineer,Pune,39,1,6.6
35,Male,B.Tech,Data Scientist,Bengaluru,45,13,44.4
38,Male,BCA,Fullstack Developer,Chennai,50,16,49
24,Male,B.Tech,Data Scientist,Bengaluru,51,2,21.6
36,Female,M.Tech,Data Scientist,Pune,44,14,42.7
27,Male,BCA,Software Engineer,Mumbai,53,5,19.2
40,Female,B.E,Software Engineer,Noida,54,18,42.5
41,Female,B.Tech,Cloud Architect,Chennai,36,19,68.7
30,Male,MCA,Software Engineer,Kolkata,35,8,23.2
34,Male,B.E,DevOps Engineer,Mumbai,49,12,41.8
34,Female,BCA,Software Engineer,Mumbai,36,12,32.8
25,Female,B.E,Backend Developer,Pune,50,3,10.7
36,Male,MCA,Product Manager,Noida,47,14,42
30,Female,B.Tech,Security Engineer,Chennai,36,8,30.9
40,Female,PhD,Data Scientist,Chennai,40,18,63.9
48,Male,MCA,Software Engineer,Noida,54,26,77.4
27,Female,B.Sc IT,Security Engineer,Bengaluru,48,5,29.1
37,Male,B.Tech,Data Scientist,Mumbai,42,15,49.7
36,Female,B.Tech,Backend Developer,Mumbai,50,14,34.2
25,Male,M.Tech,Security Engineer,Pune,35,3,20.8
27,Male,MCA,Security Engineer,Gurugram,50,5,21.1
28,Male,MCA,Product Manager,Pune,46,6,17.6
41,Female,PhD,Product Manager,Bengaluru,47,19,57.6
39,Male,B.Sc IT,Product Manager,Noida,51,17,42.5
25,Male,PhD,Security Engineer,Bengaluru,43,3,27.7
47,Female,B.E,QA Engineer,Gurugram,47,25,57.4
31,Male,BCA,Fullstack Developer,Noida,48,9,26.3
31,Female,M.Tech,Software Engineer,Pune,44,9,23.5
41,Male,B.Sc IT,Backend Developer,Kolkata,35,19,57.7
32,Male,BCA,Backend Developer,Noida,35,10,31.8
28,Male,MBA,Frontend Developer,Gurugram,43,6,21.1
30,Male,PhD,Backend Developer,Kolkata,48,8,35.6
33,Male,B.E,Security Engineer,Pune,44,11,43.3
49,Female,PhD,Fullstack Developer,Noida,52,27,73.7
39,Male,PhD,Fullstack Developer,Chennai,46,17,54
39,Male,B.E,Security Engineer,Chennai,43,17,55.2
29,Female,M.Tech,Product Manager,Hyderabad,37,7,22.4
26,Female,B.Tech,Frontend Developer,Bengaluru,50,4,14
35,Female,B.E,Fullstack Developer,Noida,41,13,29.7
33,Male,B.Sc IT,Engineering Manager,Gurugram,44,11,50.7
43,Male,MCA,Backend Developer,Mumbai,46,21,57.9
44,Female,B.Sc IT,Data Scientist,Pune,48,22,51.8
45,Female,PhD,Frontend Developer,Chennai,46,23,64.8
34,Male,B.Tech,Product Manager,Hyderabad,37,12,32.9
30,Male,PhD,Data Scientist,Noida,35,8,43.5
21,Female,M.Tech,Security Engineer,Bengaluru,46,0,15.9
31,Female,B.Sc IT,Engineering Manager,Kolkata,50,9,38.4
24,Male,B.E,QA Engineer,Chennai,42,2,9.4
22,Female,B.E,Fullstack Developer,Bengaluru,46,0,7.5
49,Female,B.E,Security Engineer,Bengaluru,52,27,70.5
34,Female,M.Tech,Data Scientist,Mumbai,42,12,38
23,Female,PhD,DevOps Engineer,Chennai,53,1,13.6
33,Female,PhD,Security Engineer,Noida,36,11,37.6
50,Male,B.E,Engineering Manager,Noida,51,28,91.9
29,Male,MBA,Backend Developer,Hyderabad,53,7,24.9
48,Male,MCA,Security Engineer,Gurugram,50,26,76.8
23,Male,B.E,Frontend Developer,Bengaluru,37,1,11.2
25,Male,MBA,QA Engineer,Hyderabad,43,3,16.8
40,Male,B.E,Security Engineer,Chennai,38,18,50.4
35,Male,B.Tech,Product Manager,Mumbai,40,13,45.9
46,Female,M.Tech,Product Manager,Noida,36,24,57.7
42,Male,MCA,Frontend Developer,Hyderabad,35,20,55.8
29,Male,B.Sc IT,Data Scientist,Mumbai,54,7,36.9
37,Male,MBA,Backend Developer,Pune,42,15,39.2
43,Male,PhD,Fullstack Developer,Chennai,47,21,63.7
25,Male,BCA,Security Engineer,Hyderabad,51,3,27
37,Male,MCA,Backend Developer,Bengaluru,44,15,41.8
33,Male,MBA,Backend Developer,Mumbai,48,11,43
29,Female,B.E,Engineering Manager,Hyderabad,54,7,37.4
31,Female,PhD,DevOps Engineer,Noida,43,9,33.5
22,Male,M.Tech,QA Engineer,Kolkata,42,0,7.8
35,Male,PhD,Cloud Architect,Gurugram,35,13,50.2
40,Male,MBA,Data Scientist,Gurugram,50,18,63.2
38,Male,M.Tech,Engineering Manager,Chennai,51,16,68.9
41,Male,PhD,QA Engineer,Kolkata,40,19,57.1
40,Female,B.Tech,DevOps Engineer,Noida,41,18,44.7
21,Male,B.E,Cloud Architect,Bengaluru,50,0,25.6
42,Female,B.Sc IT,Backend Developer,Hyderabad,54,20,44.6
44,Female,MCA,DevOps Engineer,Hyderabad,37,22,57.4
26,Male,B.E,Data Scientist,Bengaluru,54,4,25
46,Female,B.Sc IT,QA Engineer,Kolkata,40,24,49.5
43,Male,MBA,Software Engineer,Chennai,48,21,66.1
27,Male,B.E,DevOps Engineer,Pune,39,5,15
41,Female,B.Tech,Engineering Manager,Hyderabad,36,19,69.5
41,Male,MCA,Backend Developer,Bengaluru,39,19,47.8
30,Female,MCA,Product Manager,Hyderabad,50,8,24.1
38,Male,B.Tech,Fullstack Developer,Kolkata,39,16,47.5
31,Male,B.E,DevOps Engineer,Kolkata,50,9,29
45,Female,PhD,Product Manager,Kolkata,39,23,55.2
21,Male,MBA,QA Engineer,Chennai,50,0,7
33,Male,PhD,DevOps Engineer,Hyderabad,52,11,44.4
28,Male,BCA,QA Engineer,Noida,41,6,20.4
37,Female,MBA,Cloud Architect,Kolkata,46,15,59.8
34,Male,MCA,QA Engineer,Hyderabad,35,12,34.1
50,Male,PhD,DevOps Engineer,Pune,44,28,77
30,Female,B.Tech,Cloud Architect,Hyderabad,36,8,38.8
25,Female,B.Tech,DevOps Engineer,Hyderabad,40,3,12.5
47,Female,MBA,QA Engineer,Kolkata,37,25,59.9
45,Male,B.E,Data Scientist,Kolkata,54,23,59.9
43,Female,M.Tech,Data Scientist,Mumbai,51,21,70.3
44,Male,MCA,Cloud Architect,Noida,38,22,66.2
31,Male,PhD,Fullstack Developer,Gurugram,54,9,34.1
36,Male,MCA,Security Engineer,Noida,51,14,41.9
34,Female,MBA,Cloud Architect,Hyderabad,46,12,45.6
46,Female,MCA,Fullstack Developer,Chennai,52,24,52.8
44,Male,MCA,Frontend Developer,Gurugram,42,22,61
23,Female,PhD,Engineering Manager,Noida,38,1,22
45,Male,B.E,Product Manager,Kolkata,52,23,65.6
39,Female,B.Sc IT,Software Engineer,Kolkata,53,17,35.6
37,Female,PhD,Backend Developer,Bengaluru,47,15,41.1
39,Male,B.Sc IT,Software Engineer,Mumbai,51,17,46.8
48,Female,B.Tech,Cloud Architect,Pune,40,26,78.6
34,Male,B.Tech,Cloud Architect,Chennai,45,12,41.8
37,Male,BCA,Product Manager,Mumbai,46,15,45.9
48,Female,BCA,Backend Developer,Mumbai,42,26,63.5
41,Male,B.Sc IT,Fullstack Developer,Chennai,42,19,45.5
26,Female,BCA,DevOps Engineer,Pune,54,4,14.3
42,Female,MCA,Cloud Architect,Mumbai,53,20,61.6
44,Male,MCA,QA Engineer,Kolkata,36,22,55.1
36,Male,MBA,Backend Developer,Kolkata,39,14,37.3
28,Male,B.E,Fullstack Developer,Noida,40,6,19.9
28,Male,B.Tech,Fullstack Developer,Chennai,42,6,18.7
42,Male,BCA,Fullstack Developer,Kolkata,52,20,47
37,Female,B.E,Fullstack Developer,Mumbai,45,15,38.5
40,Male,B.Tech,Product Manager,Mumbai,41,18,60.1
40,Male,MBA,QA Engineer,Gurugram,37,18,54.6
40,Male,M.Tech,Software Engineer,Mumbai,44,18,50.9
37,Male,MBA,DevOps Engineer,Hyderabad,48,15,54.5
50,Male,B.Sc IT,Security Engineer,Pune,41,28,75.3
50,Male,B.Sc IT,Fullstack Developer,Noida,43,28,74.3
45,Female,B.Sc IT,QA Engineer,Chennai,50,23,50.5
24,Male,BCA,Backend Developer,Hyderabad,49,2,14.2
23,Male,BCA,Product Manager,Mumbai,37,1,10.5
27,Male,M.Tech,Backend Developer,Gurugram,48,5,17.2
30,Female,MCA,Frontend Developer,Pune,49,8,19.1
28,Female,BCA,Fullstack Developer,Noida,50,6,16.6
23,Male,MBA,DevOps Engineer,Gurugram,51,1,10.6
42,Male,MCA,DevOps Engineer,Chennai,45,20,58.5
28,Male,MBA,QA Engineer,Pune,52,6,23.8
39,Male,B.E,QA Engineer,Mumbai,51,17,55.2
23,Male,B.Sc IT,Software Engineer,Chennai,46,1,6.1
47,Female,PhD,DevOps Engineer,Kolkata,50,25,57.2
41,Male,MCA,DevOps Engineer,Bengaluru,37,19,61.2
30,Male,B.Sc IT,Frontend Developer,Kolkata,52,8,25.8
23,Male,M.Tech,Software Engineer,Gurugram,41,1,9.3
29,Female,PhD,Cloud Architect,Gurugram,43,7,40.2
26,Male,PhD,Security Engineer,Chennai,42,4,25.5
42,Male,B.Sc IT,Backend Developer,Hyderabad,41,20,62
24,Male,B.Tech,QA Engineer,Noida,38,2,8.4
49,Male,B.E,Engineering Manager,Gurugram,50,27,76.5
35,Male,BCA,DevOps Engineer,Kolkata,51,13,34.4
24,Female,B.Sc IT,Fullstack Developer,Bengaluru,48,2,10.7
31,Female,BCA,Security Engineer,Gurugram,47,9,28.7
50,Female,B.Sc IT,DevOps Engineer,Mumbai,43,28,80.5
45,Male,B.E,Backend Developer,Noida,44,23,55.5
29,Female,BCA,Backend Developer,Mumbai,46,7,19.6
30,Female,B.Tech,Security Engineer,Gurugram,50,8,28.1
23,Male,B.Tech,Data Scientist,Pune,50,1,14.7
41,Male,B.E,Software Engineer,Mumbai,48,19,60
27,Female,PhD,QA Engineer,Kolkata,47,5,18.6
32,Male,PhD,Security Engineer,Noida,41,10,48.1
42,Male,MCA,Product Manager,Pune,37,20,55.8
32,Female,PhD,Backend Developer,Bengaluru,48,10,36
27,Male,B.Tech,Data Scientist,Pune,45,5,24.9
37,Male,M.Tech,Fullstack Developer,Bengaluru,45,15,54.1
35,Male,BCA,Cloud Architect,Noida,35,13,55.9
50,Male,B.Sc IT,Software Engineer,Gurugram,39,28,70.4
40,Male,MCA,Security Engineer,Noida,36,18,60.5
47,Male,B.Tech,Software Engineer,Chennai,40,25,61.4
48,Female,M.Tech,Product Manager,Noida,53,26,67.2
34,Female,M.Tech,Software Engineer,Bengaluru,43,12,33.2
35,Female,M.Tech,Frontend Developer,Hyderabad,53,13,41
26,Female,MCA,Security Engineer,Hyderabad,43,4,23.1
47,Male,M.Tech,Data Scientist,Hyderabad,38,25,89.2
45,Female,B.E,Fullstack Developer,Pune,53,23,51.1
41,Female,PhD,Data Scientist,Gurugram,54,19,64
29,Male,MCA,Software Engineer,Bengaluru,41,7,25.3
23,Male,B.Sc IT,Engineering Manager,Kolkata,42,1,24.1
29,Female,PhD,Product Manager,Mumbai,40,7,26.2
21,Male,MBA,Engineering Manager,Hyderabad,35,0,27.9
49,Female,B.Tech,Data Scientist,Gurugram,43,27,75.3
38,Female,PhD,Cloud Architect,Hyderabad,52,16,57.8
26,Female,PhD,Security Engineer,Bengaluru,44,4,32.1
50,Female,B.Tech,Engineering Manager,Pune,53,28,76.4
44,Male,B.Sc IT,QA Engineer,Gurugram,43,22,57
22,Male,MBA,Frontend Developer,Bengaluru,48,0,11.8
23,Female,B.Sc IT,Product Manager,Mumbai,37,1,9.9
41,Female,MCA,Security Engineer,Noida,45,19,61.6
31,Male,B.Tech,Software Engineer,Bengaluru,46,9,34.5
46,Male,B.E,Engineering Manager,Bengaluru,50,24,77.3
49,Female,B.Tech,Software Engineer,Mumbai,37,27,68.4
31,Female,MCA,Security Engineer,Pune,38,9,34.4
21,Female,B.Tech,Engineering Manager,Noida,51,0,17
25,Female,BCA,Product Manager,Noida,46,3,10.6
30,Male,M.Tech,Software Engineer,Bengaluru,41,8,28.6
44,Male,B.Sc IT,Product Manager,Chennai,36,22,52.8
39,Female,MCA,Engineering Manager,Noida,39,17,52.5
47,Male,MBA,Frontend Developer,Chennai,38,25,77.3
29,Male,BCA,Frontend Developer,Noida,45,7,23.8
35,Female,B.Tech,Cloud Architect,Chennai,36,13,45.3
49,Male,M.Tech,Cloud Architect,Bengaluru,40,27,81.5
43,Male,M.Tech,Cloud Architect,Noida,45,21,82.6
49,Male,MCA,Data Scientist,Mumbai,38,27,74.4
26,Male,B.Tech,Backend Developer,Chennai,36,4,15.4
40,Female,B.Sc IT,DevOps Engineer,Noida,40,18,38.1
27,Female,BCA,Fullstack Developer,Hyderabad,46,5,18.9
39,Male,MBA,DevOps Engineer,Pune,45,17,48.3
34,Male,B.Sc IT,Engineering Manager,Pune,43,12,47.9
30,Female,MBA,Engineering Manager,Mumbai,41,8,35.9
40,Male,M.Tech,Software Engineer,Chennai,42,18,45.2
45,Female,PhD,Backend Developer,Pune,45,23,52.5
33,Male,MCA,Backend Developer,Mumbai,52,11,33.2
23,Male,BCA,Product Manager,Bengaluru,40,1,11.1
50,Male,B.Tech,Software Engineer,Noida,45,28,68
39,Male,PhD,Security Engineer,Bengaluru,49,17,64.2
21,Female,BCA,Engineering Manager,Gurugram,53,0,18.8
